Constituency,Caste Category,Winner_Political_Party,Winner_Votes,RunnerUp_Political_Party,RunnerUp_Votes,Margin_Winner_VS_RunnerUp_Votes,Others_Votes,Total_Votes_Pooled,Total_Electors,Margin_Electors_VS_Pooled,Religion_won,,,,,,,,,
Jabalpur,GEN,AllIndiaTrinamool,540667,CommunistPartyof,484400,56267,36531,1061598,1089176,27578,Others,,,,,,,,,
Jadavpur,SC,CommunistPartyof,457234,INC,380499,76735,35486,873219,919593,46374,Christian,,,,,,,,,
Jagatsinghpur,GEN,JanataDal,234769,RashtriyaJanataDal,213442,21327,10854,459065,518106,59041,Muslim,,,,,,,,,
Jahanabad,GEN,INC,397438,BharatiyaJanataParty,381339,16099,13543,792320,840182,47862,Hindu,,,,,,,,,
Jaipur,GEN,INC,278266,BharatiyaJanataParty,226029,52237,21472,525767,559685,33918,Hindu,,,,,,,,,
JaipurRural,SC,BijuJanataDal,433350,INC,305603,127747,37728,776681,810832,34151,Hindu,,,,,,,,,
Jajpur,SC,INC,408103,ShiromaniAkaliDal,371658,36445,23911,803672,834146,30474,Muslim,,,,,,,,,
Jalandhar,SC,SamajwadiParty,283023,BahujanSamajParty,271614,11409,15534,570171,603072,32901,Hindu,,,,,,,,,
Jalaun,GEN,BharatiyaJanataParty,343647,NationalistCongressParty,247627,96020,18746,610020,626715,16695,Hindu,,,,,,,,,
Jalgaon,GEN,BharatiyaJanataParty,350710,INC,342228,8482,22609,715547,758791,43244,Others,,,,,,,,,
Jalna,SC,BharatiyaJanataParty,194503,Independent,144698,49805,38323,377524,416225,38701,Hindu,,,,,,,,,
Jalore,SC,CommunistPartyof,469613,INC,381242,88371,14589,865444,899997,34553,Christian,,,,,,,,,
Jalpaiguri,GEN,INC,382305,BharatiyaJanataParty,260932,121373,11011,654248,688281,34033,Muslim,,,,,,,,,
Jammu,GEN,INC,281410,BharatiyaJanataParty,254992,26418,25302,561704,592084,30380,Others,,,,,,,,,
Jamnagar,GEN,BharatiyaJanataParty,319620,JharkhandMuktiMorcha,199957,119663,36223,555800,608220,52420,Hindu,,,,,,,,,
Jamshedpur,SC,JanataDal,178560,RashtriyaJanataDal,148763,29797,17320,344643,368591,23948,Muslim,,,,,,,,,
Jamui,GEN,INC,506749,CommunistPartyof,378600,128149,17094,902443,918874,16431,Hindu,,,,,,,,,
Jangipur,SC,BharatiyaJanataParty,302142,INC,214931,87211,37636,554709,595975,41266,Hindu,,,,,,,,,
Janjgir,GEN,BahujanSamajParty,302618,SamajwadiParty,222267,80351,23061,547946,582330,34384,Others,,,,,,,,,
Jaunpur,SC,SocialistUnityCentreC,446200,RevolutionarySocialistParty,392495,53705,31324,870019,905351,35332,Hindu,,,,,,,,,
Jaynagar,GEN,BharatiyaJanataParty,429096,INC,376255,52841,23837,829188,847012,17824,Hindu,,,,,,,,,
JhalawarBaran,GEN,JanataDal,265175,RashtriyaJanataDal,192466,72709,24285,481926,530176,48250,Hindu,,,,,,,,,
Jhanjharpur,GEN,INC,252712,BahujanSamajParty,205042,47670,24911,482665,534269,51604,Hindu,,,,,,,,,
Jhansi,ST,CommunistPartyof,545231,INC,252886,292345,35395,833512,876967,43455,Hindu,,,,,,,,,
Jhargram,GEN,INC,306330,BharatiyaJanataParty,240998,65332,14492,561820,603565,41745,Christian,,,,,,,,,
Jhunjhunu,GEN,INC,361577,BharatiyaJanataParty,263248,98329,16543,641368,659087,17719,Hindu,,,,,,,,,
Jodhpur,GEN,INC,362320,BharatiyaJanataParty,290406,71914,19968,672694,727804,55110,Christian,,,,,,,,,
Jorhat,GEN,BharatiyaJanataParty,355335,INC,341576,13759,38972,735883,752667,16784,Hindu,,,,,,,,,
Junagadh,SC,BharatiyaJanataParty,285300,INC,213957,71343,34011,533268,593262,59994,Hindu,,,,,,,,,
Kachchh,GEN,INC,542611,TeluguDesamParty,363765,178846,29105,935481,962267,26786,Others,,,,,,,,,
Kadapa,GEN,BahujanSamajParty,283259,BharatiyaJanataParty,260796,22463,31393,575448,617008,41560,Hindu,,,,,,,,,
Kairana,GEN,SamajwadiParty,196063,BahujanSamajParty,123864,72199,20163,340090,353987,13897,Others,,,,,,,,,
Kaiserganj,GEN,INC,323607,PrajaRajyamParty,289563,34044,28279,641449,679103,37654,Hindu,,,,,,,,,
Kakinada,GEN,INC,401736,BijuJanataDal,247699,154037,35133,684568,702377,17809,Others,,,,,,,,,
Kalahandi,GEN,INC,434676,AsomGanaParishad,282687,151989,15827,733190,776843,43653,Hindu,,,,,,,,,
Kaliabor,GEN,DravidaMunnetraKazhagam,363601,PattaliMakkalKatchi,254993,108608,13060,631654,683145,51491,Christian,,,,,,,,,
Kallakurichi,GEN,ShivSena,212476,NationalistCongressParty,188274,24202,13918,414668,459581,44913,Hindu,,,,,,,,,
Kalyan,SC,INC,330237,AllIndiaAnnaKazhagam,317134,13103,13375,660746,693552,32806,Christian,,,,,,,,,
Kancheepuram,GEN,BijuJanataDal,315314,INC,164307,151007,33588,513209,558395,45186,Others,,,,,,,,,
Kandhamal,GEN,BharatiyaJanataParty,322254,INC,301475,20779,22567,646296,704404,58108,Muslim,,,,,,,,,
Kangra,ST,BharatiyaJanataParty,341131,INC,321843,19288,16538,679512,711354,31842,Hindu,,,,,,,,,
Kanker,GEN,SamajwadiParty,337751,BahujanSamajParty,221887,115864,17651,577289,602702,25413,Hindu,,,,,,,,,
Kannauj,GEN,INC,432878,CommunistPartyof,389727,43151,10611,833216,851467,18251,Hindu,,,,,,,,,
Kannur,GEN,INC,214988,BharatiyaJanataParty,196082,18906,27172,438242,495425,57183,Hindu,,,,,,,,,
KanpurUrban,GEN,AllIndiaTrinamool,606712,CommunistPartyof,477609,129103,14761,1099082,1120689,21607,Others,,,,,,,,,
Kanthi,GEN,DravidaMunnetraKazhagam,320161,BharatiyaJanataParty,254474,65687,10178,584813,619756,34943,Christian,,,,,,,,,
Kanyakumari,GEN,JanataDal,196946,RashtriyaJanataDal,176463,20483,16063,389472,446836,57364,Muslim,,,,,,,,,
Karakat,SC,INC,215810,BharatiyaJanataParty,186087,29723,24218,426115,451888,25773,Hindu,,,,,,,,,
KarauliDholpur,SC,INC,259717,AllIndiaUnited,251797,7920,31665,543179,565869,22690,Christian,,,,,,,,,
Karimganj,GEN,INC,317927,TelanganaRashtraSamithi,267684,50243,15176,600787,629624,28837,Muslim,,,,,,,,,
Karimnagar,GEN,INC,304698,BahujanSamajParty,228352,76346,25019,558069,574875,16806,Christian,,,,,,,,,
Karnal,GEN,AllIndiaAnnaKazhagam,380542,DravidaMunnetraKazhagam,333288,47254,37987,751817,765511,13694,Hindu,,,,,,,,,
Karur,GEN,CommunistPartyof,385522,INC,321095,64427,21521,728138,781318,53180,Hindu,,,,,,,,,
Kasaragod,GEN,BharatiyaJanataParty,269834,NationalistCongressParty,255819,14015,31854,557507,608322,50815,Hindu,,,,,,,,,
Katihar,SC,SamajwadiParty,246501,BahujanSamajParty,190712,55789,21038,458251,516587,58336,Muslim,,,,,,,,,
Kaushambi,GEN,BijuJanataDal,502635,INC,375528,127107,23382,901545,944910,43365,Others,,,,,,,,,
Kendrapara,ST,BijuJanataDal,389104,INC,262620,126484,13777,665501,690159,24658,Hindu,,,,,,,,,
Keonjhar,GEN,ShiromaniAkaliDal,467980,INC,435720,32260,16890,920590,963291,42701,Christian,,,,,,,,,
KhadoorSahib,GEN,JanataDal,266964,RashtriyaJanataDal,128209,138755,16318,411491,443385,31894,Hindu,,,,,,,,,
Khagaria,GEN,BharatiyaJanataParty,229369,INC,201037,28332,19150,449556,500943,51387,Hindu,,,,,,,,,
Khajuraho,GEN,TeluguDesamParty,469368,INC,344920,124448,30694,844982,877880,32898,Muslim,,,,,,,,,
Khammam,GEN,INC,394241,BharatiyaJanataParty,345160,49081,16767,756168,810063,53895,Christian,,,,,,,,,
Khandwa,ST,BharatiyaJanataParty,351296,INC,317121,34175,32178,700595,751748,51153,Hindu,,,,,,,,,
Khargone,GEN,INC,284004,BharatiyaJanataParty,283158,846,26773,593935,650045,56110,Others,,,,,,,,,
Kheda,GEN,INC,184982,BahujanSamajParty,176205,8777,20255,381442,399127,17685,Christian,,,,,,,,,
Kheri,ST,BharatiyaJanataParty,210214,INC,130039,80175,39660,379913,432812,52899,Hindu,,,,,,,,,
Khunti,GEN,INC,239405,JanataDalUnited,159136,80269,39012,437553,479686,42133,Muslim,,,,,,,,,
Kishanganj,GEN,JharkhandVikasMorcha,199462,CommunistPartyofLiberation,150942,48520,30126,380530,411057,30527,Others,,,,,,,,,
Kodarma,ST,BodolandPeople'sFront,495211,Independent,304889,190322,23370,823470,866800,43330,Christian,,,,,,,,,
Kokrajhar,GEN,INC,344771,BharatiyaJanataParty,321765,23006,18392,684928,696266,11338,Christian,,,,,,,,,
Kolar,GEN,Independent,428082,NationalistCongressParty,383282,44800,38794,850158,878243,28085,Hindu,,,,,,,,,
Kolhapur,GEN,AllIndiaTrinamool,576045,CommunistPartyof,356474,219571,28306,960825,999536,38711,Muslim,,,,,,,,,
KolkataDakshin,GEN,AllIndiaTrinamool,460646,CommunistPartyof,351368,109278,32723,844737,863652,18915,Christian,,,,,,,,,
KolkataUttar,GEN,INC,357401,CommunistPartyof,339870,17531,27005,724276,784153,59877,Hindu,,,,,,,,,
Kollam,GEN,BharatiyaJanataParty,291693,INC,291693,81789,10911,594297,624882,30585,Muslim,,,,,,,,,
Koppal,ST,BijuJanataDal,312776,INC,216416,96360,24599,553791,604602,50811,Others,,,,,,,,,
Koraput,GEN,INC,314616,BharatiyaJanataParty,293879,20737,38328,646823,658344,11521,Hindu,,,,,,,,,
Korba,GEN,INC,360486,BharatiyaJanataParty,277393,83093,15734,653613,706480,52867,Others,,,,,,,,,
Kota,GEN,KeralaCongress,404962,CommunistPartyof,333392,71570,25468,763822,801746,37924,Hindu,,,,,,,,,
Kottayam,GEN,INC,342309,CommunistPartyof,341471,838,24016,707796,748828,41032,Muslim,,,,,,,,,
Kozhikode,GEN,DravidaMunnetraKazhagam,335977,AllIndiaAnnaKazhagam,259379,76598,26477,621833,642187,20354,Hindu,,,,,,,,,
Krishnagiri,GEN,AllIndiaTrinamool,443679,CommunistPartyof,366293,77386,12275,822247,857452,35205,Christian,,,,,,,,,
Krishnanagar,GEN,INC,382668,TeluguDesamParty,308895,73773,39375,730938,751200,20262,Christian,,,,,,,,,
Kurnool,GEN,INC,397204,IndianNationalLok,278475,118729,38070,713749,756860,43111,Muslim,,,,,,,,,
Kurukshetra,GEN,INC,223954,BahujanSamajParty,202860,21094,34828,461642,509646,48004,Hindu,,,,,,,,,
KushiNagar,GEN,Independent,32701,INC,29017,3684,21805,83523,136317,52794,Muslim,,,,,,,,,
Ladakh,GEN,INC,352330,AsomGanaParishad,307758,44572,32163,692251,705586,13335,Muslim,,,,,,,,,
Lakhimpur,ST,INC,20492,NationalistCongressParty,18294,2198,10269,49055,72585,23530,Others,,,,,,,,,
Lakshadweep,SC,BahujanSamajParty,207998,BharatiyaJanataParty,168050,39948,10677,386725,436136,49411,Hindu,,,,,,,,,
Lalganj,SC,INC,372890,BharatiyaJanataParty,364915,7975,36729,774534,834269,59735,Christian,,,,,,,,,
Latur,ST,BharatiyaJanataParty,144628,Independent,136345,8283,37785,318758,344088,25330,Others,,,,,,,,,
Lohardaga,GEN,BharatiyaJanataParty,204028,INC,163127,40901,29393,396548,431756,35208,Hindu,,,,,,,,,
Lucknow,GEN,INC,449264,ShiromaniAkaliDal,335558,113706,11513,796335,807286,10951,Others,,,,,,,,,
Ludhiana,SC,SamajwadiParty,223152,BahujanSamajParty,198846,24306,14685,436683,453204,16521,Christian,,,,,,,,,
Machhlishahr,GEN,TeluguDesamParty,409936,INC,397480,12456,13073,820489,843550,23061,Hindu,,,,,,,,,
Machilipatnam,GEN,NationalistCongressParty,530596,BharatiyaJanataParty,216137,314459,29580,776313,831414,55101,Hindu,,,,,,,,,
Madha,GEN,JanataDal,370585,RashtriyaJanataDal,192964,177621,29360,592909,626037,33128,Others,,,,,,,,,
Madhepura,GEN,BharatiyaJanataParty,164094,RashtriyaJanataDal,154167,9927,32418,350679,390698,40019,Hindu,,,,,,,,,
Madhubani,GEN,DravidaMunnetraKazhagam,431295,CommunistPartyof,290310,140985,35653,757258,769951,12693,Hindu,,,,,,,,,
Madurai,ST,INC,394447,CommunistPartyof,325490,68957,24340,744277,771987,27710,Hindu,,,,,,,,,
Mahabubabad,GEN,RashtriyaJanataDal,211610,JanataDalUnited,208813,2797,39323,459746,505752,46006,Others,,,,,,,,,
Maharajganj,GEN,INC,305474,BahujanSamajParty,181846,123628,27765,515085,564157,49072,Christian,,,,,,,,,
Maharajganj,GEN,BharatiyaJanataParty,371201,INC,319726,51475,12935,703862,727552,23690,Hindu,,,,,,,,,
Mahasamund,GEN,TelanganaRashtraSamithi,366569,INC,346385,20184,34529,747483,798361,50878,Christian,,,,,,,,,
Mahbubnagar,GEN,BharatiyaJanataParty,334631,INC,312766,21865,24356,671753,708694,36941,Hindu,,,,,,,,,
Mahesana,GEN,SamajwadiParty,392308,BahujanSamajParty,219239,173069,28114,639661,669477,29816,Others,,,,,,,,,
Mainpuri,GEN,MuslimLeagueKerala,427940,CommunistPartyof,312343,115597,32894,773177,820889,47712,Muslim,,,,,,,,,
Malappuram,GEN,INC,443377,CommunistPartyof,307097,136280,24684,775158,801120,25962,Muslim,,,,,,,,,
MaldahaDakshin,GEN,INC,440264,CommunistPartyof,380123,60141,38456,858843,916930,58087,Muslim,,,,,,,,,
MaldahaUttar,GEN,INC,388368,TeluguDesamParty,295042,93326,30489,713899,737576,23677,Others,,,,,,,,,
Malkajgiri,GEN,INC,340973,BharatiyaJanataParty,326976,13997,32727,700676,738322,37646,Hindu,,,,,,,,,
Mandi,ST,INC,391133,BharatiyaJanataParty,326080,65053,22635,739848,789131,49283,Christian,,,,,,,,,
Mandla,GEN,INC,373532,BharatiyaJanataParty,342713,30819,38863,755108,810306,55198,Hindu,,,,,,,,,
Mandsaur,GEN,JanataDal,384443,INC,360943,23500,23034,768420,800492,32072,Hindu,,,,,,,,,
Mandya,GEN,BharatiyaJanataParty,307881,INC,252032,55849,13506,573419,613873,40454,Muslim,,,,,,,,,
Mangaldoi,GEN,RashtriyaLokDal,379870,BahujanSamajParty,210257,169613,16103,606230,656774,50544,Christian,,,,,,,,,
Mathura,SC,AllIndiaTrinamool,565505,CommunistPartyof,435542,129963,32212,1033259,1065161,31902,Others,,,,,,,,,
Mathurapur,GEN,ShivSena,364857,NationalistCongressParty,284238,80619,30830,679925,698966,19041,Hindu,,,,,,,,,
Maval,SC,INC,397211,CommunistPartyof,349163,48048,23480,769854,820198,50344,Others,,,,,,,,,
Mavelikkara,GEN,AllIndiaAnnaKazhagam,364089,INC,327235,36854,32434,723758,777107,53349,Others,,,,,,,,,
Mayiladuthurai,ST,BijuJanataDal,256648,JharkhandMuktiMorcha,190470,66178,27782,474900,521533,46633,Others,,,,,,,,,
Mayurbhanj,GEN,TelanganaRashtraSamithi,388839,INC,382762,6077,36626,808227,864068,55841,Muslim,,,,,,,,,
Medak,GEN,CommunistPartyof,493021,AllIndiaTrinamool,445004,48017,27495,965520,977004,11484,Christian,,,,,,,,,
Medinipur,GEN,BharatiyaJanataParty,232137,BahujanSamajParty,184991,47146,22502,439630,462989,23359,Hindu,,,,,,,,,
Meerut,GEN,SamajwadiParty,218898,BahujanSamajParty,199216,19682,10136,428250,456868,28618,Christian,,,,,,,,,
Mirzapur,SC,BahujanSamajParty,207627,SamajwadiParty,184335,23292,28199,420161,476084,55923,Hindu,,,,,,,,,
Misrikh,ST,INC,213779,Independent,104824,108955,37005,355608,384019,28411,Others,,,,,,,,,
Mizoram,SC,SamajwadiParty,256367,BahujanSamajParty,179772,76595,26893,463032,480278,17246,Hindu,,,,,,,,,
Mohanlalganj,GEN,INC,301283,BharatiyaJanataParty,252176,49107,33017,586476,646326,59850,Others,,,,,,,,,
Moradabad,GEN,BharatiyaJanataParty,300647,INC,199650,100997,33129,533426,586984,53558,Hindu,,,,,,,,,
Morena,GEN,INC,255157,BharatiyaJanataParty,249378,5779,23714,528249,578422,50173,Christian,,,,,,,,,
MumbaiNorth,GEN,INC,319352,BharatiyaJanataParty,144797,174555,26708,490857,543738,52881,Others,,,,,,,,,
MumbaiNorthCentral,GEN,NationalistCongressParty,213505,BharatiyaJanataParty,210572,2933,26605,450682,491753,41071,Hindu,,,,,,,,,
MumbaiNorthEast,GEN,INC,253920,ShivSena,215533,38387,38544,507997,548307,40310,Muslim,,,,,,,,,
MumbaiNorthWest,GEN,INC,272411,MaharashtraNavnirmanSena,159729,112682,17823,449963,481461,31498,Christian,,,,,,,,,
MumbaiSouth,GEN,INC,257523,ShivSena,181817,75706,16772,456112,485938,29826,Hindu,,,,,,,,,
MumbaiSouthCentral,GEN,JanataDal,374317,RashtriyaJanataDal,184956,189361,24874,584147,600224,16077,Others,,,,,,,,,
Munger,GEN,INC,496348,CommunistPartyof,460701,35647,18815,975864,1004266,28402,Muslim,,,,,,,,,
Murshidabad,GEN,BahujanSamajParty,275318,RashtriyaLokDal,254720,20598,26896,556934,582297,25363,Muslim,,,,,,,,,
Muzaffarnagar,GEN,JanataDal,195091,LokJanshaktiParty,147282,47809,10796,353169,374193,21024,Christian,,,,,,,,,
Muzaffarpur,GEN,INC,354810,BharatiyaJanataParty,347119,7691,33164,735093,748181,13088,Hindu,,,,,,,,,
Mysore,ST,INC,308307,BijuJanataDal,278330,29977,17378,604015,617705,13690,Hindu,,,,,,,,,
Nabarangpur,ST,NagaPeople'sFront,832224,INC,349203,483021,35551,1216978,1272769,55791,Muslim,,,,,,,,,
Nagaland,SC,DravidaMunnetraKazhagam,369915,CommunistPartyof,321953,47962,20783,712651,729076,16425,Others,,,,,,,,,
Nagapattinam,SC,INC,422745,TelanganaRashtraSamithi,374978,47767,19872,817595,844330,26735,Hindu,,,,,,,,,
Nagarkurnool,GEN,INC,333261,BharatiyaJanataParty,178124,155137,31993,543378,586845,43467,Others,,,,,,,,,
Nagaur,SC,SamajwadiParty,234815,BahujanSamajParty,175127,59688,27682,437624,486930,49306,Others,,,,,,,,,
Nagina,GEN,INC,315148,BharatiyaJanataParty,290749,24399,26668,632565,680089,47524,Muslim,,,,,,,,,
Nagpur,GEN,INC,321377,BharatiyaJanataParty,232965,88412,28127,582469,633774,51305,Hindu,,,,,,,,,
NainitalUdhamsinghNagar,GEN,JanataDal,299155,LokJanshaktiParty,146478,152677,31423,477056,530174,53118,Christian,,,,,,,,,
Nalanda,GEN,INC,493849,CommunistPartyof,340867,152982,20390,855106,869231,14125,Hindu,,,,,,,,,
Nalgonda,GEN,DravidaMunnetraKazhagam,371476,AllIndiaAnnaKazhagam,269045,102431,18801,659322,689859,30537,Others,,,,,,,,,
Namakkal,GEN,INC,346400,BharatiyaJanataParty,271786,74614,16426,634612,686843,52231,Muslim,,,,,,,,,
Nanded,ST,INC,275936,SamajwadiParty,235093,40843,33345,544374,561186,16812,Muslim,,,,,,,,,
Nandurbar,GEN,INC,400023,TeluguDesamParty,309176,90847,27942,737141,767141,30000,Muslim,,,,,,,,,
Nandyal,GEN,INC,389422,TeluguDesamParty,274732,114690,30751,694905,750016,55111,Hindu,,,,,,,,,
Narasapuram,GEN,TeluguDesamParty,463358,INC,461751,1607,31480,956589,1006813,50224,Hindu,,,,,,,,,
Narasaraopet,GEN,INC,339496,BharatiyaJanataParty,320251,19245,14321,674068,730765,56697,Christian,,,,,,,,,
Nashik,GEN,NationalistCongressParty,238706,MaharashtraNavnirmanSena,216674,22032,10452,465832,500838,35006,Others,,,,,,,,,
Navsari,GEN,BharatiyaJanataParty,423413,INC,290770,132643,35843,750026,778861,28835,Hindu,,,,,,,,,
Nawada,GEN,BharatiyaJanataParty,130608,LokJanshaktiParty,95691,34917,12290,238589,260641,22052,Hindu,,,,,,,,,
Nellore,GEN,INC,430235,TeluguDesamParty,375242,54993,10915,816392,845090,28698,Hindu,,,,,,,,,
NewDelhi,GEN,INC,455867,BharatiyaJanataParty,268058,187809,11484,735409,783843,48434,Others,,,,,,,,,
Nilgiris,GEN,DravidaMunnetraKazhagam,316802,MarumalarchiDravidaMunnetra,230781,86021,37891,585474,620318,34844,Hindu,,,,,,,,,
Nizamabad,GEN,INC,296504,TelanganaRashtraSamithi,236114,60390,29875,562493,584559,22066,Muslim,,,,,,,,,
NorthEastDelhi,GEN,INC,518191,BharatiyaJanataParty,295948,222243,10109,824248,864812,40564,Hindu,,,,,,,,,
NorthGoa,GEN,BharatiyaJanataParty,137716,NationalistCongressParty,131363,6353,38257,307336,360708,53372,Hindu,,,,,,,,,
NorthWestDelhi,SC,INC,487404,BharatiyaJanataParty,302971,184433,28405,818780,868939,50159,Others,,,,,,,,,
Nowgong,GEN,BharatiyaJanataParty,380921,INC,335541,45380,21122,737584,778515,40931,Hindu,,,,,,,,,
Ongole,GEN,INC,450442,TeluguDesamParty,371919,78523,31982,854343,882416,28073,Hindu,,,,,,,,,
Osmanabad,GEN,NationalistCongressParty,408840,ShivSena,402053,6787,12485,823378,851971,28593,Christian,,,,,,,,,
OuterManipur,ST,INC,344517,People'sDemocraticAlliance,224719,119798,34634,603870,647281,43411,Christian,,,,,,,,,
Palakkad,GEN,CommunistPartyof,338070,INC,336250,1820,34262,708582,761919,53337,Others,,,,,,,,,
Palamau,SC,JharkhandMuktiMorcha,167995,RashtriyaJanataDal,144457,23538,39413,351865,374268,22403,Christian,,,,,,,,,
Palghar,ST,BahujanVikasAaghadi,223234,BharatiyaJanataParty,210874,12360,33448,467556,492026,24470,Hindu,,,,,,,,,
Pali,GEN,INC,387604,BharatiyaJanataParty,190887,196717,12224,590715,617148,26433,Others,,,,,,,,,
Panchmahal,GEN,BharatiyaJanataParty,282079,INC,279998,2081,16853,578930,604455,25525,Muslim,,,,,,,,,
Parbhani,GEN,ShivSena,385387,NationalistCongressParty,319969,65418,20449,725805,749807,24002,Hindu,,,,,,,,,
PaschimChamparan,GEN,BharatiyaJanataParty,198781,LokJanshaktiParty,151438,47343,33308,383527,396962,13435,Hindu,,,,,,,,,
Pataliputra,GEN,JanataDal,269298,RashtriyaJanataDal,245757,23541,35907,550962,596453,45491,Christian,,,,,,,,,
Patan,GEN,INC,283778,BharatiyaJanataParty,265274,18504,17587,566639,601392,34753,Hindu,,,,,,,,,
Pathanamthitta,GEN,INC,408232,CommunistPartyof,297026,111206,29504,734762,775724,40962,Christian,,,,,,,,,
Patiala,GEN,INC,474188,ShiromaniAkaliDal,376799,97389,23259,874246,900652,26406,Muslim,,,,,,,,,
PatnaSahib,GEN,BharatiyaJanataParty,316549,RashtriyaJanataDal,149779,166770,29501,495829,536441,40612,Muslim,,,,,,,,,
Peddapalli,SC,INC,313748,TelanganaRashtraSamithi,264731,49017,29673,608152,650525,42373,Muslim,,,,,,,,,
Perambalur,GEN,DravidaMunnetraKazhagam,398742,AllIndiaAnnaKazhagam,321138,77604,14950,734830,760900,26070,Others,,,,,,,,,
Phulpur,GEN,BahujanSamajParty,167542,SamajwadiParty,152964,14578,35036,355542,379221,23679,Others,,,,,,,,,
Pilibhit,GEN,BharatiyaJanataParty,419539,INC,138038,281501,33377,590954,640568,49614,Hindu,,,,,,,,,
Pollachi,GEN,AllIndiaAnnaKazhagam,305935,DravidaMunnetraKazhagam,259910,46025,21745,587590,644690,57100,Muslim,,,,,,,,,
Ponnani,GEN,MuslimLeagueKerala,385801,Independent,303117,82684,36207,725125,766455,41330,Christian,,,,,,,,,
Porbandar,GEN,INC,329436,BharatiyaJanataParty,289933,39503,12212,631581,688827,57246,Christian,,,,,,,,,
Pratapgarh,GEN,INC,169137,BahujanSamajParty,139358,29779,28459,336954,385212,48258,Hindu,,,,,,,,,
Puducherry,GEN,INC,300391,PattaliMakkalKatchi,208619,91772,27558,536568,590206,53638,Muslim,,,,,,,,,
Pune,GEN,INC,279973,BharatiyaJanataParty,254272,25701,17806,552051,601215,49164,Hindu,,,,,,,,,
Puri,GEN,BijuJanataDal,436961,INC,225656,211305,22795,685412,702276,16864,Muslim,,,,,,,,,
Purnia,GEN,BharatiyaJanataParty,362952,Independent,176725,186227,11434,551111,563122,12011,Hindu,,,,,,,,,
Purulia,GEN,AllIndiaForward,399201,INC,379900,19301,27354,806455,829373,22918,Others,,,,,,,,,
PurviChamparan,GEN,BharatiyaJanataParty,201114,RashtriyaJanataDal,121824,79290,14459,337397,352790,15393,Hindu,,,,,,,,,
RaeBareli,GEN,INC,481490,BahujanSamajParty,109325,372165,12128,602943,648923,45980,Muslim,,,,,,,,,
Raichur,ST,BharatiyaJanataParty,316450,INC,285814,30636,33764,636028,694901,58873,Hindu,,,,,,,,,
Raigad,GEN,ShivSena,413546,INC,267025,146521,13953,694524,718196,23672,Hindu,,,,,,,,,
Raiganj,GEN,INC,451776,CommunistPartyof,346573,105203,18359,816708,852395,35687,Others,,,,,,,,,
Raigarh,ST,BharatiyaJanataParty,443948,INC,388100,55848,15795,847843,903073,55230,Hindu,,,,,,,,,
Raipur,GEN,BharatiyaJanataParty,364943,INC,307042,57901,28569,700554,725307,24753,Hindu,,,,,,,,,
Rajahmundry,GEN,INC,357449,TeluguDesamParty,355302,2147,27077,739828,781317,41489,Christian,,,,,,,,,
Rajampet,GEN,INC,423910,TeluguDesamParty,180537,110377,15265,619712,636829,17117,Christian,,,,,,,,,
